"","LT_Time0_1","LT_Time0_2","LT_Time0_3","LT_Time0_4","LT_Time5_1","LT_Time5_2","LT_Time5_3","LT_Time5_4","LT_Time60_1","LT_Time60_2","LT_Time60_3","LT_Time60_4","LT_Time1440_1","LT_Time1440_2","LT_Time1440_3","LT_Time1440_4"
"Dm_00008771-RA",7.55908626801042,12.8206714282262,13.9087555514827,11.174954130478,7.61373248430951,7.43566895546286,11.6557439313462,10.0018015879668,5.02648314780123,1.5677963366518,3.91549587830415,4.45369306378967,9.75777963253151,9.87726211666571,7.2897071015797,8.24052024144858
"Dm_00009021-RA",21.8255307738329,22.6940620683544,10.3027818899872,51.684162853461,80.5111711638687,17.019420053615,67.8265098983659,323.135128226621,86.8210725529304,240.096810412962,333.498105460775,295.464515451412,23.5487748465094,47.4801722801124,22.3247279985878,19.6709192860385
"Dm_00009775-RA",19.2703466832378,18.2731408862075,18.0298683074776,20.2546043614915,19.9252999057462,23.9593777453803,16.8636295176924,18.0801797936324,23.6092390275512,33.8196066906318,32.0049228313556,27.6997983235699,23.8089823033769,20.1010948339162,22.0209902026887,14.3544546141362
"Dm_00009536-RA",88.5536309697043,85.4708481267626,83.7801617729979,124.869915262448,127.420672954165,172.576919343656,163.805361309209,215.023346754229,210.474081165552,180.156596899185,256.202812044027,227.257835579375,110.754051422443,58.2053193711087,67.189382224158,184.449159503745
"Dm_00009814-RA",24.4871808682028,33.7463650237219,24.2115374414699,22.768969040849,5.83179509436474,11.7318332408414,26.039427931731,18.4648644700926,6.39734218811066,0.223970905235972,2.72382321968984,3.69330644314265,13.2705803002429,37.0830542625695,13.8200697134115,24.1899142571555
"Dm_00009260-RA",308.964342954454,328.47444383352,325.052768629096,321.140244324613,515.465888618572,569.407004900556,334.172658457214,592.799086425266,384.145166628931,1023.09909511792,897.499750887803,854.131428306785,493.873753134528,291.812445692369,351.88023654917,351.418314812743
"Dm_00010164-RA",28.000558992771,23.5782463047838,23.6963983469706,24.8642729403137,22.3552145283982,24.4550890090779,25.5434388282694,20.0036031759337,29.2449928599344,33.1476939749239,29.4513385628964,32.1534913873596,29.2733388975945,32.5776364549676,29.1588284063188,34.0253739001748
"Dm_00007301-RA",46.0997796344861,39.6409265999178,45.847379410443,58.9478830382717,43.2524802832051,48.9101780181557,48.6069321392312,33.0828821755826,35.7946527191906,30.9079849225641,27.408471148129,26.2876517423683,41.5030893703674,51.9855900877143,43.434504813579,47.0507123463354
"Dm_00009195-RA",58.4498360723622,79.7239453180503,81.9071160253982,66.2116032230824,62.5298029562441,56.5110840615178,73.4063873123083,72.3207191745295,46.9138427128115,58.4564062665887,46.6454726371885,47.7957304406696,84.6975272103735,72.6065408225076,85.1984517497127,100.481182298954
"Dm_00012190-RA",52.1683418496494,40.819838915157,39.1505711819514,34.223297024589,50.7042184593378,53.5368164793326,47.2429621047119,44.6234224693905,63.5164688676701,81.0774676954219,77.2884838586993,88.5307279753312,67.2636276002505,50.7725929856676,48.7499162418142,49.4431214486915
