"","target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"1","Dm_00003959-RA",6.41359966724648e-09,9.53125046549499e-05,33.7049887826211,82.8643548588811,1,2.52204408925947,11.8377649798402,0.00240794203830724,11.8353570378018,0.403915902725815,11.8353570378018
"2","Dm_00003312-RA",3.54362182431885e-08,0.000147180861383998,30.3844239074664,79.4942904981408,1,3.49644618420252,11.3563272140201,0.193864268134356,11.1624629458858,0.185912478140531,11.1624629458858
"3","Dm_00017323-RA",2.24653179010635e-08,0.000147180861383998,31.2688701883126,149.90364023115,1,3.59319366458059,21.4148057473072,0.000419972312855495,21.4143857749943,0.174631578334719,21.4143857749943
"4","Dm_00021072-RA",3.96153317768651e-08,0.000147180861383998,30.1681937159206,143.049646936178,1,3.48791242730642,20.4356638480255,0.000579460716566656,20.4350843873089,0.186964626886088,20.4350843873089
"5","Dm_00017908-RA",1.43417795967214e-07,0.000426266373173755,27.6761809588344,119.389325064299,1,3.11051901412974,17.0556178663285,0.00131641199263324,17.0543014543358,0.245198553409324,17.0543014543358
"6","Dm_00009547-RA",3.8380779530007e-07,0.00095062794099239,25.7740829840699,94.3761500483456,1,3.17068336920212,13.4823071497637,0.106998872290386,13.3753082774733,0.234130380244552,13.3753082774733
"7","Dm_00010291-RA",1.25035550748392e-06,0.00240610553435942,23.4981251747943,45.6123211360671,1,2.95651279591341,6.51604587658102,0.177176538848582,6.33886933773244,0.27747192762361,6.33886933773244
"8","Dm_00017932-RA",1.29525901856372e-06,0.00240610553435942,23.4302464836585,5.27925712043076,1,6.08966178009149,0.754179588632967,0.002612231438367,0.751567357194599,0.0735834132364477,0.751567357194599
"9","Dm_00002614-RA",2.13282224900829e-06,0.00326743874507658,22.4715225719113,113.979212226532,1,4.34037700026331,16.2827446037904,0.0975572601325595,16.1851873436578,0.113891691237966,16.1851873436578
"10","Dm_00007048-RA",2.19866680914917e-06,0.00326743874507658,22.4131222514978,37.3320737300095,1,3.17027619039956,5.33315339000135,0.141645006806025,5.19150838319533,0.234202663069892,5.19150838319533
"11","Dm_00000436-RA",3.1342700261012e-06,0.00332702763270642,21.7325550589141,28.1071312107357,1,3.4384942277168,4.01530445867653,0.10979605318456,3.90550840549197,0.193253221056215,3.90550840549197
"12","Dm_00004133-RA",3.13143240891536e-06,0.00332702763270642,21.734292703023,7.4044913067751,1,4.88348688741878,1.05778447239644,0.01024357849762,1.04754089389882,0.087739943477631,1.04754089389882
"13","Dm_00004650-RA",2.8655170656973e-06,0.00332702763270642,21.904563277853,71.4321000198589,1,3.77254591579086,10.2045857171227,0.11726559082048,10.0873201263022,0.156476384036204,10.0873201263022
"14","Dm_00015203-RA",2.84147056729891e-06,0.00332702763270642,21.9207351104618,18.2466915218486,1,4.90964885713539,2.60667021740694,0.0186940563427864,2.58797616106416,0.0868492954133659,2.58797616106416
"15","Dm_00019366-RA",5.2640478025101e-06,0.00521526762620684,20.7387296508715,35.3338798714594,1,2.18592201393416,5.0476971244942,0.144847814268217,4.90284931022598,0.546902623262424,4.90284931022598
"16","Dm_00000048-RA",7.89824786231535e-06,0.00558932673723183,19.9623418669077,5.45448091864636,1,5.28224000169205,0.779211559806622,0.0063376445000183,0.772873915306604,0.0777025367159032,0.772873915306604
"17","Dm_00001746-RA",7.20470910185776e-06,0.00558932673723183,20.1381001099094,5.14941844488307,1,6.68591520342702,0.735631206411868,0.00157580769680043,0.734055398715067,0.0786264613245871,0.734055398715067
"18","Dm_00005399-RA",7.17482123466312e-06,0.00558932673723183,20.1460513125572,9.41843415913161,1,4.2922986444262,1.34549059416166,0.0205616506104809,1.32492894355118,0.116800012902449,1.32492894355118
"19","Dm_00007459-RA",7.52394960439814e-06,0.00558932673723183,20.0551790121988,4.74774369786918,1,5.72715674709383,0.678249099695597,0.00366057295126656,0.67458852674433,0.0735701972340287,0.67458852674433
"20","Dm_00016884-RA",7.87271916923384e-06,0.00558932673723183,19.9685319613312,19.1867235476954,1,5.39284295534662,2.74096050681363,0.010158114477736,2.73080239233589,0.0760048384021188,2.73080239233589
"21","Dm_00018794-RA",6.46030133120499e-06,0.00558932673723183,20.3467413010166,3.75945562178,1,6.19923210573044,0.537065088825714,0.00259812691049385,0.53446696191522,0.0741401646564055,0.53446696191522
"22","Dm_00015386-RA",8.3373049592919e-06,0.00563184950000168,19.8589139657055,14.9523479304657,1,6.24107329234834,2.13604970435225,0.00357463170111415,2.13247507265113,0.0744027764373944,2.13247507265113
"23","Dm_00013008-RA",1.02092775016599e-05,0.00619942869955332,19.4718583872142,108.293213439342,1,3.78805064480549,15.4704590627631,0.0739120520320621,15.396547010731,0.155053093555463,15.396547010731
"24","Dm_00013070-RA",1.04290234498912e-05,0.00619942869955332,19.431183775461,10.8425353931162,1,5.69002644142535,1.54893362758803,0.00454257656897061,1.54439105101905,0.0737550827852606,1.54439105101905
"25","Dm_00017595-RA",1.00017777165211e-05,0.00619942869955332,19.5110814102556,7.12774104358991,1,4.31678129566012,1.01824872051285,0.0233399213129872,0.994908799199858,0.11530283213798,0.994908799199858
"26","Dm_00003435-RA",1.23441833236699e-05,0.00689290938975993,19.1093011642355,6.66003773826238,1,6.90932262860597,0.951433962608911,0.00140863301967564,0.950025329589236,0.081789977739577,0.950025329589236
